id,class_tree,name,planet,res_weight_rating,res_quality,res_quality_rating,res_decay_resist,res_decay_resist_rating,res_flavor,res_flavor_rating,res_potential_energy,res_potential_energy_rating,res_malleability,res_malleability_rating,res_toughness,res_toughness_rating,res_shock_resistance,res_shock_resistance_rating,res_cold_resist,res_cold_resist_rating,res_heat_resist,res_heat_resist_rating,res_conductivity,res_conductivity_rating,entangle_resistance,entangle_resistance_rating,is_active,date_reported,date_inactive,last_modified,server_id,notes,reporter_id,last_updated_by,waypoints
411,1.526.527.540.541,Mereium,"{Talus,Dathomir,Lok,Tatooine,Rori,Naboo,Dantooine,Endor}",0.561,344,0.344,778,0.778,,,,,,,,,,,,,,,,,,,FALSE,2026-01-04 18:45:08.228037+00,,2026-01-13 22:55:56.419322+00,cuemu,,1.85879E+17,,
412,1.2.3.180.222.224.233,Tabopa,{Tatooine},0.343,45,0.045,822,0.822,,,,,311,0.311,316,0.316,221,0.221,,,,,,,,,FALSE,2026-01-06 18:39:25.367033+00,,2026-01-14 05:26:31.851492+00,cuemu,,1.5035E+17,,
413,1.2.3.180.222.250.254,Srohoki,{Endor},0.506,347,0.347,902,0.902,,,,,635,0.635,150,0.15,494,0.494,,,,,,,,,FALSE,2026-01-06 18:47:47.155008+00,,2026-01-14 06:44:39.796177+00,cuemu,,1.5035E+17,,
414,1.526.571.653.654.657.663,Fohero,{Rori},0.801,121,0.121,678,0.915,,,,,304,0.804,746,0.959,732,0.941,681,0.967,702,0.902,,,,,FALSE,2026-01-06 19:01:49.365824+00,,2026-01-16 01:21:58.627116+00,cuemu,,2.75763E+17,,
415,1.2.276.484.485.500.513.518,Peenauspe,{Lok},0.479,66,0.066,201,0.402,,,,,876,0.876,125,0.417,254,0.635,,,,,,,,,TRUE,2026-01-07 02:03:13.941766+00,,,cuemu,,1.5035E+17,,
416,1.526.571.653.680.683.688,Nejivoian,"{Lok,Naboo,Tatooine,Yavin,Corellia,Dathomir,Dantooine,Endor}",0.793,269,0.269,399,0.86,,,,,644,0.843,633,0.867,426,0.918,682,0.893,721,0.904,,,,,FALSE,2026-01-03 18:34:58.543464+00,,2026-01-11 16:37:21.505891+00,cuemu,/waypoint Lok -551 -983 Neji62%,1.5035E+17,,
417,1.526.571.572.575.579,Lesqo,{Lok},0.646,160,0.16,422,0.858,,,671,0.919,,,,,,,,,,,,,,,TRUE,2026-01-06 19:29:54.27447+00,,2026-01-06 19:30:06.183091+00,cuemu,,1.5035E+17,,
418,1.2.276.484.485.487.492,Himi,{Lok},0.461,146,0.146,113,0.141,,,,,479,0.599,494,0.618,561,0.801,,,,,,,,,TRUE,2026-01-06 19:33:14.089141+00,,,cuemu,,1.5035E+17,,
419,1.526.571.597.598.601.607,Llihoism,"{Tatooine,Lok,Naboo,Dathomir,Dantooine,Yavin,Endor,Corellia}",0.868,641,0.641,704,0.92,,,,,176,0.83,680,0.947,698,0.912,413,0.974,761,0.937,271,0.786,,,FALSE,2026-01-07 01:41:30.537444+00,,2026-01-16 03:04:13.768089+00,cuemu,,1.5035E+17,,
420,1.526.571.597.598.601.605,Roloian,"{Corellia,Talus,Dathomir,Yavin,Naboo,Rori,Dantooine,Endor}",0.73,168,0.168,598,0.899,,,,,96,0.722,547,0.915,585,0.88,140,0.528,688,0.94,170,0.791,,,FALSE,2026-01-04 13:45:36.077008+00,,2026-01-16 03:04:18.125826+00,cuemu,,1.5035E+17,,
421,1.2.3.4.5.20.22,Tzona,{Dantooine},0.457,803,0.803,298,0.298,613,0.613,79,0.113,,,,,,,,,,,,,,,TRUE,2026-01-07 06:01:39.312714+00,,,cuemu,,1.71687E+17,,
422,1.2.276.277.278.280.294.303,Syara,{Tatooine},0.417,687,0.687,325,0.325,551,0.551,73,0.104,,,,,,,,,,,,,,,TRUE,2026-01-06 19:49:16.504274+00,,,cuemu,,1.5035E+17,,
423,1.526.728.742.744.747,Eca,"{Rori,Naboo,Tatooine,Corellia,Lok,Dantooine,Yavin,Endor}",0.391,49,0.049,104,0.732,,,,,,,,,,,,,,,,,,,FALSE,2026-01-06 19:09:17.300108+00,,2026-01-16 03:24:09.560556+00,cuemu,,1.5035E+17,,
424,1.526.557.561,Argi,{Dathomir},0.694,694,0.694,,,,,,,,,,,,,,,,,,,,,FALSE,2026-01-07 21:21:47.910821+00,,2026-01-16 04:42:39.714762+00,cuemu,,1.5035E+17,,
425,1.526.557.560,Ldigia,{Dantooine},0.603,655,0.655,551,0.551,,,,,,,,,,,,,,,,,,,FALSE,2026-01-07 06:51:08.169866+00,,2026-01-16 04:05:30.786559+00,cuemu,,1.5035E+17,,
426,1.526.571.597.598.616.618,Taho,{Dathomir},0.696,609,0.609,339,0.819,,,,,30,0.306,463,0.93,449,0.902,21,0.16,512,0.881,79,0.963,,,TRUE,2026-01-07 21:10:26.829149+00,,2026-01-16 04:40:07.149588+00,cuemu,,1.5035E+17,,
427,1.759.760.801.815.819,Esa,{Dathomir},0.685,500,1,,,,,222,0.37,,,,,,,,,,,,,,,FALSE,2026-01-07 21:20:53.513428+00,,2026-01-13 23:12:38.836821+00,cuemu,,1.5035E+17,,
428,1.759.760.801.802.809,Bata,{Naboo},0.85,500,1,,,,,280,0.7,,,,,,,,,,,,,,,FALSE,2026-01-06 19:22:57.649504+00,,2026-01-16 09:52:11.859335+00,cuemu,,1.5035E+17,,
429,1.759.760.801.815.818,Piwose,{Dantooine},0.764,500,1,,,,,317,0.528,,,,,,,,,,,,,,,FALSE,2026-01-07 21:40:21.538296+00,,2026-01-11 16:49:45.594975+00,cuemu,,1.5035E+17,,
430,1.526.571.597.627.640.647,Toro,"{Rori,Dantooine,Talus,Corellia,Endor,Lok,Tatooine,Naboo}",0.841,422,0.422,426,0.869,,,,,838,0.986,601,0.925,609,0.937,460,0.821,439,0.852,781,0.919,,,FALSE,2026-01-02 19:15:33.144277+00,,2026-01-10 23:24:34.975076+00,cuemu,,1.93478E+17,,
431,1.526.571.597.598.616.624,Seveic,{Corellia},0.863,565,0.565,838,0.892,,,,,528,0.964,842,0.888,892,0.941,665,0.911,860,0.9,384,0.842,,,FALSE,2026-01-07 01:43:03.507927+00,,2026-01-16 03:04:44.569346+00,cuemu,,1.5035E+17,,
432,1.759.760.801.815.817,Heeldoris,{Corellia},0.803,500,1,,,,,364,0.607,,,,,,,,,,,,,,,FALSE,2026-01-07 01:49:06.938975+00,,2026-01-16 03:24:31.426734+00,cuemu,,1.5035E+17,,
433,1.526.527.540.542,Koiki,"{Naboo,Lok,Tatooine,Dathomir,Dantooine,Yavin,Endor,Talus}",0.488,370,0.37,988,0.988,,,,,508,0.508,487,0.487,86,0.086,,,,,,,,,FALSE,2026-01-06 19:21:27.36433+00,,2026-01-13 22:55:48.199988+00,cuemu,,1.85879E+17,,
434,1.759.760.801.802.806,Teole,{Dathomir},0.6,500,1,,,,,80,0.2,,,,,,,,,,,,,,,FALSE,2026-01-07 21:21:14.888099+00,,2026-01-13 23:18:16.908202+00,cuemu,,1.5035E+17,,
435,1.526.527.543.545,Heafoge,{Dantooine},0.589,744,0.744,926,0.926,,,,,489,0.489,562,0.562,226,0.226,,,,,,,,,FALSE,2026-01-07 21:37:31.688928+00,,2026-01-13 23:32:56.132986+00,cuemu,,1.5035E+17,,
436,1.526.571.597.598.616.625,Boipouate,{Tatooine},0.888,620,0.62,888,0.888,,,,,585,0.975,942,0.942,955,0.955,695,0.869,954,0.954,449,0.898,,,FALSE,2026-01-06 19:39:58.689031+00,,2026-01-15 04:36:35.302861+00,cuemu,,2.75763E+17,,
437,1.759.760.801.802.804,Kafoafi,{Corellia},0.705,500,1,,,,,164,0.41,,,,,,,,,,,,,,,FALSE,2026-01-07 01:45:16.615251+00,,2026-01-16 03:24:42.004208+00,cuemu,,1.5035E+17,,
438,1.526.728.742.744.754,Squore,"{Dantooine,Corellia,Naboo,Rori,Tatooine,Talus}",0.689,481,0.481,514,0.897,,,,,,,,,,,,,,,,,,,FALSE,2026-01-07 21:38:54.456108+00,,2026-01-16 04:04:31.622338+00,cuemu,,1.5035E+17,,
439,1.526.527.529.531.532,Mewoonai,{Dathomir},0.37,164,0.164,311,0.518,,,429,0.429,,,,,,,,,,,,,,,FALSE,2026-01-07 21:13:35.423576+00,,2026-01-16 04:40:56.231997+00,cuemu,,1.5035E+17,,
440,1.526.571.597.598.616.618,Eafaic,"{Rori,Naboo,Yavin}",0.721,276,0.276,412,0.995,,,,,35,0.357,451,0.906,496,0.996,66,0.504,531,0.914,67,0.817,,,FALSE,2026-01-06 19:05:10.650542+00,,2026-01-16 05:02:37.837759+00,cuemu,,1.5035E+17,,
441,1.526.557.564,Ruta,{Naboo},0.78,825,0.825,736,0.736,,,,,,,,,,,,,,,,,,,FALSE,2026-01-07 02:06:04.89727+00,,2026-01-16 09:52:26.520162+00,cuemu,,1.5035E+17,,
442,1.526.527.543.552,Vvihi,{Tatooine},0.468,662,0.662,144,0.144,,,,,126,0.126,880,0.88,527,0.527,,,,,,,,,FALSE,2026-01-06 19:42:08.178464+00,,2026-01-16 10:30:40.504302+00,cuemu,,1.5035E+17,,
443,1.759.760.801.802.812,Vilkapeide,{Tatooine},0.558,500,1,,,,,47,0.117,,,,,,,,,,,,,,,FALSE,2026-01-07 01:57:45.676714+00,,2026-01-16 10:31:34.865197+00,cuemu,,1.5035E+17,,
444,1.2.276.277.278.334.348.357,Seviere,{Tatooine},0.48,179,0.179,555,0.555,735,0.735,315,0.45,,,,,,,,,,,,,,,FALSE,2026-01-06 19:46:30.322354+00,,2026-01-16 10:32:11.366097+00,cuemu,,1.5035E+17,,
445,1.526.527.543.544,Bimi,{Corellia},0.153,121,0.121,91,0.091,,,,,185,0.185,249,0.249,121,0.121,,,,,,,,,FALSE,2026-01-07 01:37:22.244488+00,,2026-01-19 01:08:28.700073+00,cuemu,,1.85879E+17,,
446,1.2.276.277.388.443.471.472,Rowi,{Corellia},0.379,678,0.678,395,0.395,360,0.36,58,0.083,,,,,,,,,,,,,,,FALSE,2026-01-07 01:48:06.892649+00,,2026-01-19 01:46:56.551776+00,cuemu,,1.85879E+17,,
447,1.2.276.277.278.361.375.377,Biffo,{Dantooine},0.353,174,0.174,354,0.354,323,0.323,394,0.563,,,,,,,,,,,,,,,TRUE,2026-01-07 21:45:26.263586+00,,,cuemu,,1.5035E+17,,
448,1.2.276.277.388.389.391.393,Glode,{Dantooine},0.47,834,0.834,158,0.158,392,0.392,497,0.497,,,,,,,,,,,,,,,TRUE,2026-01-07 21:46:56.238616+00,,,cuemu,,1.5035E+17,,
449,1.2.276.277.388.389.417.419,Faru,{Dantooine},0.208,227,0.227,141,0.141,154,0.154,312,0.312,,,,,,,,,,,,,,,TRUE,2026-01-07 21:47:43.920951+00,,,cuemu,,1.5035E+17,,
450,1.2.276.277.278.361.375.385,Wropehoo,{Yavin},0.457,615,0.615,94,0.094,702,0.702,291,0.416,,,,,,,,,,,,,,,TRUE,2026-01-07 22:03:58.675408+00,,,cuemu,,1.5035E+17,,
451,1.2.276.277.388.389.430.440,Rfotoi,{Yavin},0.426,74,0.074,839,0.839,265,0.265,526,0.526,,,,,,,,,,,,,,,TRUE,2026-01-07 22:06:22.354214+00,,,cuemu,,1.5035E+17,,
452,1.2.3.180.222.263.265,Dalfa,{Dantooine},0.399,411,0.411,480,0.48,,,,,538,0.538,558,0.558,8,0.008,,,,,,,,,TRUE,2026-01-08 10:02:06.715292+00,,,cuemu,,1.5035E+17,,
453,1.2.276.277.278.307.321.325,Olae,{Endor},0.368,334,0.334,95,0.095,449,0.449,416,0.594,,,,,,,,,,,,,,,TRUE,2026-01-07 22:18:10.532384+00,,,cuemu,,1.5035E+17,,
454,1.526.527.543.547,Mikoco,{Endor},0.352,246,0.246,573,0.573,,,,,128,0.128,261,0.261,552,0.552,,,,,,,,,FALSE,2026-01-07 22:12:59.206336+00,,2026-01-13 22:55:10.914635+00,cuemu,,1.85879E+17,,
455,1.2.276.277.388.443.445.453,Saby,{Talus},0.592,520,0.52,593,0.593,339,0.339,914,0.914,,,,,,,,,,,,,,,TRUE,2026-01-07 22:43:28.467028+00,,,cuemu,,1.5035E+17,,
456,1.2.276.277.388.389.404.412,Wilo,{Talus},0.45,572,0.572,7,0.007,632,0.632,591,0.591,,,,,,,,,,,,,,,TRUE,2026-01-07 22:44:18.262047+00,,,cuemu,,1.5035E+17,,
457,1.2.276.277.278.307.308.316,Iwo,{Talus},0.562,339,0.339,677,0.677,489,0.699,534,0.534,,,,,,,,,,,,,,,TRUE,2026-01-07 22:44:42.443926+00,,,cuemu,,1.5035E+17,,
458,1.2.276.277.278.280.281.289,Wosa,{Talus},0.39,428,0.428,210,0.21,109,0.156,767,0.767,,,,,,,,,,,,,,,TRUE,2026-01-07 22:45:02.93043+00,,,cuemu,,1.5035E+17,,
459,1.2.276.277.278.307.321.327,Veono,{Naboo},0.477,253,0.253,399,0.399,569,0.569,482,0.689,,,,,,,,,,,,,,,TRUE,2026-01-07 23:09:32.882339+00,,,cuemu,,1.5035E+17,,
460,1.2.276.277.278.307.308.315,Wofipo,{Rori},0.524,405,0.405,406,0.406,373,0.533,750,0.75,,,,,,,,,,,,,,,TRUE,2026-01-07 23:17:34.141842+00,,,cuemu,,1.5035E+17,,
461,1.2.276.277.278.334.335.342,Meiabei,{Rori},0.415,436,0.436,791,0.791,10,0.014,419,0.419,,,,,,,,,,,,,,,TRUE,2026-01-07 23:18:42.248072+00,,,cuemu,,1.5035E+17,,
462,1.2.276.277.278.280.281.288,Kaiebuwho,{Rori},0.462,911,0.911,64,0.064,364,0.52,354,0.354,,,,,,,,,,,,,,,TRUE,2026-01-07 23:20:31.432945+00,,,cuemu,,1.5035E+17,,
463,1.2.276.277.388.389.417.426,Liocalla,{Tatooine},0.177,297,0.297,52,0.052,270,0.27,91,0.091,,,,,,,,,,,,,,,TRUE,2026-01-07 23:28:51.721883+00,,,cuemu,,1.5035E+17,,
464,1.2.276.277.388.443.471.480,Nivoa,{Tatooine},0.362,121,0.121,619,0.619,516,0.516,136,0.194,,,,,,,,,,,,,,,TRUE,2026-01-07 23:29:29.249002+00,,,cuemu,,1.5035E+17,,
465,1.2.276.277.388.389.417.422,Leapele,{Lok},0.267,204,0.204,670,0.67,154,0.154,39,0.039,,,,,,,,,,,,,,,TRUE,2026-01-08 08:24:46.453781+00,,,cuemu,,1.85879E+17,,
466,1.2.3.180.222.250.253,Shine,{Dathomir},0.326,239,0.239,684,0.684,,,,,291,0.291,330,0.33,88,0.088,,,,,,,,,TRUE,2026-01-08 10:00:50.928959+00,,,cuemu,,1.5035E+17,,
467,1.2.3.180.222.237.240,Hosra,{Dathomir},0.29,256,0.256,210,0.21,,,,,147,0.147,375,0.375,464,0.464,,,,,,,,,TRUE,2026-01-08 10:01:14.179205+00,,,cuemu,,1.5035E+17,,
468,1.2.3.180.222.250.252,Totho,{Dantooine},0.409,678,0.678,313,0.313,,,,,435,0.435,373,0.373,244,0.244,,,,,,,,,TRUE,2026-01-08 10:02:55.239046+00,,,cuemu,,1.5035E+17,,
469,1.2.3.180.181.183,Emiwo,{Corellia},0.45,48,0.048,426,0.426,,,,,236,0.472,599,0.599,707,0.707,,,,,,,,,TRUE,2026-01-08 10:03:15.303073+00,,,cuemu,,1.5035E+17,,
470,1.2.3.180.181.195.196,Idu,{Corellia},0.379,843,0.843,154,0.22,,,,,95,0.158,206,0.412,132,0.264,,,,,,,,,TRUE,2026-01-08 10:03:40.072594+00,,,cuemu,,1.5035E+17,,
471,1.2.3.180.181.186,Feafi,{Endor},0.371,441,0.441,304,0.304,,,,,77,0.154,187,0.187,770,0.77,,,,,,,,,TRUE,2026-01-08 10:04:00.411431+00,,,cuemu,,1.5035E+17,,
472,1.759.760.801.802.811,Iji,{Talus},0.97,500,1,,,,,376,0.94,,,,,,,,,,,,,,,FALSE,2026-01-07 22:35:19.27182+00,,2026-01-16 04:13:42.911244+00,cuemu,,1.5035E+17,,
473,1.2.276.277.278.361.362.366,Fiki,{Endor},0.36,411,0.411,325,0.325,218,0.311,394,0.394,,,,,,,,,,,,,,,FALSE,2026-01-07 22:22:21.900634+00,,2026-01-19 02:07:06.325087+00,cuemu,,1.85879E+17,,
474,1.2.276.277.388.443.471.479,Rario,{Talus},0.47,41,0.041,324,0.324,935,0.935,406,0.58,,,,,,,,,,,,,,,FALSE,2026-01-07 22:43:54.131316+00,,2026-01-16 04:14:20.668576+00,cuemu,,1.5035E+17,,
475,1.526.557.568,Agle,{Yavin},0.593,803,0.803,382,0.382,,,,,,,,,,,,,,,,,,,FALSE,2026-01-07 22:01:20.084666+00,,2026-01-16 05:10:49.26961+00,cuemu,,1.5035E+17,,
476,1.759.760.801.802.813,Shecimeine,{Yavin},0.722,500,1,,,,,177,0.443,,,,,,,,,,,,,,,FALSE,2026-01-07 22:00:15.004146+00,,2026-01-16 05:20:34.959318+00,cuemu,,1.5035E+17,,
477,1.759.760.801.815.820,Gala,{Endor},0.906,500,1,,,,,487,0.812,,,,,,,,,,,,,,,FALSE,2026-01-07 22:14:15.066931+00,,2026-01-16 09:42:26.366676+00,cuemu,,1.5035E+17,,
478,1.759.760.801.802.807,Swobaate,{Endor},0.556,500,1,,,,,45,0.113,,,,,,,,,,,,,,,FALSE,2026-01-07 22:14:52.241214+00,,2026-01-16 09:42:33.671588+00,cuemu,,1.5035E+17,,
479,1.526.557.562,Neste,{Endor},0.462,760,0.76,164,0.164,,,,,,,,,,,,,,,,,,,FALSE,2026-01-07 22:15:26.669017+00,,2026-01-16 09:42:52.798276+00,cuemu,,1.5035E+17,,
480,1.2.276.277.278.280.281.287,Woha,{Naboo},0.448,59,0.059,759,0.759,245,0.35,624,0.624,,,,,,,,,,,,,,,FALSE,2026-01-07 23:06:03.382289+00,,2026-01-16 09:52:46.656131+00,cuemu,,1.5035E+17,,
481,1.526.571.597.598.616.624,Eomiate,"{Corellia,Lok}",0.839,472,0.472,892,0.95,,,,,444,0.81,837,0.883,833,0.879,719,0.985,895,0.936,363,0.796,,,FALSE,2026-01-07 21:04:02.333597+00,,2026-01-16 10:18:14.523784+00,cuemu,,1.5035E+17,,
482,1.2.276.277.388.389.391.395,Thaebri,{Endor},0.456,340,0.34,176,0.176,664,0.664,642,0.642,,,,,,,,,,,,,,,FALSE,2026-01-07 22:19:12.344753+00,,2026-01-19 02:09:05.686202+00,cuemu,,1.85879E+17,,
483,1.2.276.277.278.334.348.352,Wrakai,{Endor},0.547,354,0.354,737,0.737,700,0.7,278,0.397,,,,,,,,,,,,,,,FALSE,2026-01-07 22:21:22.375751+00,,2026-01-19 02:09:47.408123+00,cuemu,,1.85879E+17,,
484,1.2.3.180.181.195.199,Ekio,{Endor},0.364,535,0.535,20,0.029,,,,,232,0.387,192,0.384,243,0.486,,,,,,,,,TRUE,2026-01-08 10:04:21.994385+00,,,cuemu,,1.5035E+17,,
485,1.2.3.180.222.250.258,Heholle,{Talus},0.467,548,0.548,451,0.451,,,,,99,0.099,900,0.9,337,0.337,,,,,,,,,TRUE,2026-01-08 10:04:41.925071+00,,,cuemu,,1.5035E+17,,
486,1.2.3.180.181.195.203,Creso,{Talus},0.37,415,0.415,452,0.646,,,,,68,0.113,149,0.298,190,0.38,,,,,,,,,TRUE,2026-01-08 10:05:14.148689+00,,,cuemu,,1.5035E+17,,
487,1.2.3.180.181.190,Sheveatte,{Talus},0.359,25,0.025,305,0.305,,,,,319,0.638,335,0.335,493,0.493,,,,,,,,,TRUE,2026-01-08 10:05:34.863241+00,,,cuemu,,1.5035E+17,,
488,1.2.3.180.222.237.245,Mopi,{Talus},0.428,866,0.866,104,0.104,,,,,673,0.673,464,0.464,32,0.032,,,,,,,,,TRUE,2026-01-08 10:05:53.997172+00,,,cuemu,,1.5035E+17,,
489,1.2.3.180.181.184,Clofibe,{Dantooine},0.368,265,0.265,646,0.646,,,,,125,0.25,113,0.113,564,0.564,,,,,,,,,TRUE,2026-01-08 10:06:20.597119+00,,,cuemu,,1.5035E+17,,
490,1.2.3.180.181.195.201,Dlofa,{Naboo},0.477,377,0.377,196,0.28,,,,,212,0.353,328,0.656,360,0.72,,,,,,,,,TRUE,2026-01-08 10:06:39.553324+00,,,cuemu,,1.5035E+17,,
491,1.2.3.180.222.250.256,Keewi,{Naboo},0.415,300,0.3,659,0.659,,,,,503,0.503,411,0.411,204,0.204,,,,,,,,,TRUE,2026-01-08 10:07:01.088161+00,,,cuemu,,1.5035E+17,,
492,1.2.3.180.181.188,Oti,{Naboo},0.482,149,0.149,522,0.522,,,,,324,0.648,651,0.651,438,0.438,,,,,,,,,TRUE,2026-01-08 10:07:22.785155+00,,,cuemu,,1.5035E+17,,
493,1.2.3.4.33.74.80,Llerzoiho,{Naboo},0.347,147,0.147,283,0.283,355,0.355,602,0.602,,,,,,,,,,,,,,,TRUE,2026-01-08 10:07:57.103482+00,,,cuemu,,1.5035E+17,,
494,1.2.3.4.33.61.67,Towo,{Naboo},0.268,208,0.208,112,0.112,223,0.319,304,0.434,,,,,,,,,,,,,,,TRUE,2026-01-08 10:08:18.763929+00,,,cuemu,,1.5035E+17,,
495,1.2.3.4.33.100.106,Coheu,{Naboo},0.37,342,0.342,281,0.281,143,0.204,655,0.655,,,,,,,,,,,,,,,TRUE,2026-01-08 10:08:57.345352+00,,,cuemu,,1.5035E+17,,
496,1.2.3.180.181.195.202,Ptidi,{Rori},0.423,551,0.551,374,0.534,,,,,272,0.453,159,0.318,129,0.258,,,,,,,,,TRUE,2026-01-08 10:09:14.866495+00,,,cuemu,,1.5035E+17,,
497,1.2.3.4.33.126.133,Kiedosci,{Rori},0.626,840,0.84,341,0.341,661,0.661,663,0.663,,,,,,,,,,,,,,,TRUE,2026-01-08 10:09:34.368932+00,,,cuemu,,1.5035E+17,,
498,1.2.3.4.33.74.81,Irdo,{Rori},0.5,743,0.743,264,0.264,581,0.581,413,0.413,,,,,,,,,,,,,,,TRUE,2026-01-08 10:09:52.643982+00,,,cuemu,,1.5035E+17,,
499,1.2.3.180.181.189,Stera,{Rori},0.478,646,0.646,586,0.586,,,,,33,0.066,335,0.335,758,0.758,,,,,,,,,TRUE,2026-01-08 10:10:15.006868+00,,,cuemu,,1.5035E+17,,
500,1.2.3.4.33.61.68,Sidao,{Rori},0.16,16,0.016,89,0.089,32,0.046,341,0.487,,,,,,,,,,,,,,,TRUE,2026-01-08 10:10:35.355673+00,,,cuemu,,1.5035E+17,,
501,1.2.3.4.33.100.107,Bechrehoo,{Rori},0.321,119,0.119,643,0.643,97,0.139,383,0.383,,,,,,,,,,,,,,,TRUE,2026-01-08 10:10:56.09147+00,,,cuemu,,1.5035E+17,,
502,1.2.3.4.33.48.55,Omia,{Rori},0.459,351,0.351,600,0.6,355,0.507,379,0.379,,,,,,,,,,,,,,,TRUE,2026-01-08 10:11:15.449068+00,,,cuemu,,1.5035E+17,,
503,1.2.3.180.181.195.200,Gaufoe,{Lok},0.299,174,0.174,141,0.201,,,,,185,0.308,39,0.078,367,0.734,,,,,,,,,TRUE,2026-01-08 10:11:36.360739+00,,,cuemu,,1.5035E+17,,
504,1.2.3.4.33.100.105,Doca,{Lok},0.52,674,0.674,495,0.495,349,0.499,411,0.411,,,,,,,,,,,,,,,TRUE,2026-01-08 10:11:55.96601+00,,,cuemu,,1.5035E+17,,
505,1.2.3.4.33.87.92,Dweliti,{Lok},0.096,70,0.07,5,0.005,42,0.042,267,0.267,,,,,,,,,,,,,,,TRUE,2026-01-08 10:12:17.872159+00,,,cuemu,,1.5035E+17,,
506,1.2.3.180.181.187,Ida,{Lok},0.378,218,0.218,544,0.544,,,,,21,0.042,642,0.642,444,0.444,,,,,,,,,TRUE,2026-01-08 10:12:34.823753+00,,,cuemu,,1.5035E+17,,
507,1.2.3.4.33.61.66,Veta,{Lok},0.208,540,0.54,99,0.099,107,0.153,29,0.041,,,,,,,,,,,,,,,TRUE,2026-01-08 10:12:54.70247+00,,,cuemu,,1.5035E+17,,
508,1.2.3.4.33.74.79,Folchapa,{Lok},0.368,11,0.011,453,0.453,422,0.422,588,0.588,,,,,,,,,,,,,,,TRUE,2026-01-08 10:13:48.908529+00,,,cuemu,,1.5035E+17,,
509,1.2.3.4.33.48.57,Eabaodo,{Tatooine},0.503,450,0.45,560,0.56,210,0.3,702,0.702,,,,,,,,,,,,,,,TRUE,2026-01-08 10:16:01.346456+00,,,cuemu,,1.5035E+17,,
510,1.2.3.4.33.87.96,Ceuci,{Tatooine},0.224,375,0.375,184,0.184,97,0.097,240,0.24,,,,,,,,,,,,,,,TRUE,2026-01-08 10:16:21.536302+00,,,cuemu,,1.5035E+17,,
511,1.2.3.4.33.61.70,Wego,{Tatooine},0.587,323,0.323,402,0.402,558,0.797,578,0.826,,,,,,,,,,,,,,,TRUE,2026-01-08 10:16:40.529359+00,,,cuemu,,1.5035E+17,,
512,1.2.3.4.33.126.135,Lolleo,{Tatooine},0.445,201,0.201,742,0.742,67,0.067,770,0.77,,,,,,,,,,,,,,,TRUE,2026-01-08 10:17:00.781645+00,,,cuemu,,1.5035E+17,,
513,1.2.3.4.33.74.83,Clibi,{Tatooine},0.639,266,0.266,904,0.904,682,0.682,706,0.706,,,,,,,,,,,,,,,TRUE,2026-01-08 10:17:20.760475+00,,,cuemu,,1.5035E+17,,
514,1.2.3.4.33.100.109,Egade,{Tatooine},0.389,444,0.444,455,0.455,12,0.017,640,0.64,,,,,,,,,,,,,,,TRUE,2026-01-08 10:17:43.754223+00,,,cuemu,,1.5035E+17,,
515,1.2.3.180.181.195.204,Gebe,{Tatooine},0.246,239,0.239,62,0.089,,,,,295,0.492,40,0.08,166,0.332,,,,,,,,,TRUE,2026-01-08 10:18:11.940168+00,,,cuemu,,1.5035E+17,,
516,1.2.276.277.388.443.445.447,Githe,{Dantooine},0.308,769,0.769,98,0.098,323,0.323,44,0.044,,,,,,,,,,,,,,,TRUE,2026-01-08 16:56:46.528699+00,,,cuemu,,1.1874E+17,,
517,1.2.3.4.33.126.132,Tesi,{Naboo},0.467,492,0.492,464,0.464,29,0.029,883,0.883,,,,,,,,,,,,,,,FALSE,2026-01-08 10:08:37.857565+00,,2026-01-14 08:28:40.861754+00,cuemu,,1.5035E+17,,
518,1.2.276.277.278.307.308.313,Ciki,{Lok},0.381,9,0.009,537,0.537,134,0.191,785,0.785,,,,,,,,,,,,,,,TRUE,2026-01-08 21:53:49.771771+00,,,cuemu,,3.38016E+17,,
519,1.2.276.277.278.334.335.340,Cisti,{Lok},0.431,457,0.457,500,0.5,16,0.023,745,0.745,,,,,,,,,,,,,,,FALSE,2026-01-08 21:52:31.500935+00,,2026-01-16 10:22:03.643444+00,cuemu,,1.5035E+17,,
520,1.2.276.277.278.361.362.363,Ata,{Corellia},0.465,439,0.439,160,0.16,644,0.92,340,0.34,,,,,,,,,,,,,,,FALSE,2026-01-08 21:54:51.766012+00,,2026-01-19 01:43:10.558776+00,cuemu,Not sure of other planets beside corellia,1.85879E+17,,
521,1.2.3.180.222.224.234,Viso,{Yavin},0.485,218,0.218,407,0.407,,,,,421,0.421,468,0.468,912,0.912,,,,,,,,,TRUE,2026-01-08 22:15:16.756083+00,,,cuemu,,1.71687E+17,,
522,1.2.3.4.33.74.84,Srafe,{Yavin},0.621,590,0.59,681,0.681,426,0.426,788,0.788,,,,,,,,,,,,,,,TRUE,2026-01-08 22:19:42.886641+00,,,cuemu,,1.71687E+17,,
523,1.2.276.277.388.443.458.468,Ldagistou,{Yavin},0.36,590,0.59,114,0.114,534,0.534,203,0.203,,,,,,,,,,,,,,,TRUE,2026-01-08 23:24:09.289708+00,,,cuemu,,2.22847E+17,,
